;104;106;102;103;107;109;105;108;101
1;5;3;2;2;2;2;1;0;0
2;0;0;0;0;0;0;0;0;0
3;16;8;5;5;5;5;5;2;1
4;10;5;3;3;3;3;3;1;1
5;9;5;3;3;3;3;3;1;1
6;0;0;0;0;0;0;0;0;0
7;6;3;2;2;2;2;2;1;0
8;9;5;3;3;3;3;3;1;1
9;2;1;1;1;1;1;0;0;0
10;5;3;2;2;2;2;1;0;0
11;0;0;0;0;0;0;0;0;0
12;11;6;4;4;4;4;3;1;1
13;7;4;2;2;2;2;2;1;0
14;9;5;3;3;3;3;3;1;1
15;9;5;3;3;3;3;3;1;1
16;3;2;1;1;1;1;1;0;0
17;3;2;1;1;1;1;1;0;0
18;6;3;2;2;2;2;2;1;0
19;6;3;2;2;2;2;2;1;0
20;3;2;1;1;1;1;1;0;0
21;12;6;4;4;4;4;4;1;1
22;9;5;3;3;3;3;3;1;1
23;0;0;0;0;0;0;0;0;0
24;6;3;2;2;2;2;2;1;0
25;8;4;3;3;3;3;2;1;1
26;6;3;2;2;2;2;2;1;0
27;3;2;1;1;1;1;1;0;0
28;10;5;3;3;3;3;3;1;1
29;5;2;2;2;2;2;1;0;0
30;5;3;2;2;2;2;2;1;0
31;7;3;2;2;2;2;2;1;0
32;6;3;2;2;2;2;2;1;0
33;0;0;0;0;0;0;0;0;0
34;4;2;1;1;1;1;1;0;0
35;6;3;2;2;2;2;2;1;0
36;8;4;3;3;3;3;2;1;1
37;8;4;3;3;3;3;2;1;1
38;7;4;2;2;2;2;2;1;0
39;7;4;2;2;2;2;2;1;0
40;4;2;1;1;1;1;1;0;0
